bank,review_length,rating
CBE Mobile Banking,9,5
CBE Mobile Banking,6,5
CBE Mobile Banking,5,5
CBE Mobile Banking,4,5
CBE Mobile Banking,9,5
CBE Mobile Banking,7,5
CBE Mobile Banking,4,5
CBE Mobile Banking,9,5
CBE Mobile Banking,8,5
CBE Mobile Banking,4,5
CBE Mobile Banking,5,5
CBE Mobile Banking,9,5
CBE Mobile Banking,8,5
CBE Mobile Banking,7,3
CBE Mobile Banking,12,5
CBE Mobile Banking,12,5
CBE Mobile Banking,14,1
CBE Mobile Banking,18,3
CBE Mobile Banking,7,5
CBE Mobile Banking,19,5
CBE Mobile Banking,14,1
CBE Mobile Banking,17,1
CBE Mobile Banking,12,1
CBE Mobile Banking,9,4
CBE Mobile Banking,2,3
CBE Mobile Banking,18,2
CBE Mobile Banking,5,1
CBE Mobile Banking,6,5
CBE Mobile Banking,15,5
CBE Mobile Banking,5,5
CBE Mobile Banking,9,5
CBE Mobile Banking,7,5
CBE Mobile Banking,8,5
CBE Mobile Banking,3,5
CBE Mobile Banking,6,5
CBE Mobile Banking,9,5
CBE Mobile Banking,9,5
CBE Mobile Banking,9,5
CBE Mobile Banking,14,5
CBE Mobile Banking,12,5
CBE Mobile Banking,8,5
CBE Mobile Banking,9,5
CBE Mobile Banking,10,5
CBE Mobile Banking,9,5
CBE Mobile Banking,107,5
CBE Mobile Banking,61,5
CBE Mobile Banking,14,2
CBE Mobile Banking,22,5
CBE Mobile Banking,12,3
CBE Mobile Banking,8,3
CBE Mobile Banking,11,5
CBE Mobile Banking,24,5
CBE Mobile Banking,7,4
CBE Mobile Banking,18,5
CBE Mobile Banking,11,5
CBE Mobile Banking,16,5
CBE Mobile Banking,8,5
CBE Mobile Banking,8,5
CBE Mobile Banking,16,5
CBE Mobile Banking,9,5
CBE Mobile Banking,9,5
CBE Mobile Banking,8,5
CBE Mobile Banking,9,5
CBE Mobile Banking,7,5
CBE Mobile Banking,9,5
CBE Mobile Banking,8,5
CBE Mobile Banking,11,5
CBE Mobile Banking,10,5
CBE Mobile Banking,22,5
CBE Mobile Banking,15,5
CBE Mobile Banking,12,5
CBE Mobile Banking,9,5
CBE Mobile Banking,5,5
CBE Mobile Banking,5,5
CBE Mobile Banking,11,5
CBE Mobile Banking,9,5
CBE Mobile Banking,7,5
CBE Mobile Banking,14,4
CBE Mobile Banking,11,2
CBE Mobile Banking,9,5
CBE Mobile Banking,7,5
CBE Mobile Banking,3,5
CBE Mobile Banking,4,5
CBE Mobile Banking,3,5
CBE Mobile Banking,4,5
CBE Mobile Banking,7,5
CBE Mobile Banking,3,5
CBE Mobile Banking,8,5
CBE Mobile Banking,10,5
CBE Mobile Banking,8,5
CBE Mobile Banking,298,5
CBE Mobile Banking,89,5
CBE Mobile Banking,11,3
CBE Mobile Banking,23,5
CBE Mobile Banking,11,5
CBE Mobile Banking,38,5
CBE Mobile Banking,9,3
CBE Mobile Banking,13,1
CBE Mobile Banking,9,4
CBE Mobile Banking,8,5
CBE Mobile Banking,11,5
CBE Mobile Banking,8,5
CBE Mobile Banking,9,5
CBE Mobile Banking,12,5
CBE Mobile Banking,8,5
CBE Mobile Banking,9,5
CBE Mobile Banking,7,5
CBE Mobile Banking,9,5
CBE Mobile Banking,12,3
CBE Mobile Banking,19,1
CBE Mobile Banking,15,4
CBE Mobile Banking,11,1
CBE Mobile Banking,16,2
CBE Mobile Banking,8,2
CBE Mobile Banking,8,1
CBE Mobile Banking,7,1
CBE Mobile Banking,23,5
CBE Mobile Banking,4,2
CBE Mobile Banking,6,2
CBE Mobile Banking,14,2
CBE Mobile Banking,3,4
CBE Mobile Banking,20,5
CBE Mobile Banking,17,5
CBE Mobile Banking,3,5
CBE Mobile Banking,4,5
CBE Mobile Banking,10,5
CBE Mobile Banking,13,5
CBE Mobile Banking,6,5
CBE Mobile Banking,5,5
CBE Mobile Banking,7,5
CBE Mobile Banking,8,5
CBE Mobile Banking,5,5
CBE Mobile Banking,9,5
CBE Mobile Banking,10,5
CBE Mobile Banking,13,5
CBE Mobile Banking,12,5
CBE Mobile Banking,9,5
CBE Mobile Banking,14,5
CBE Mobile Banking,8,5
CBE Mobile Banking,13,5
CBE Mobile Banking,7,5
CBE Mobile Banking,2,5
CBE Mobile Banking,127,5
CBE Mobile Banking,14,5
CBE Mobile Banking,14,5
CBE Mobile Banking,37,5
CBE Mobile Banking,24,3
CBE Mobile Banking,8,4
CBE Mobile Banking,32,5
CBE Mobile Banking,10,5
CBE Mobile Banking,9,5
CBE Mobile Banking,7,5
CBE Mobile Banking,13,5
CBE Mobile Banking,12,5
CBE Mobile Banking,7,5
CBE Mobile Banking,16,1
CBE Mobile Banking,3,2
CBE Mobile Banking,22,5
CBE Mobile Banking,5,5
CBE Mobile Banking,13,5
CBE Mobile Banking,9,5
CBE Mobile Banking,131,5
CBE Mobile Banking,45,5
CBE Mobile Banking,76,5
CBE Mobile Banking,85,5
CBE Mobile Banking,68,5
CBE Mobile Banking,67,5
CBE Mobile Banking,111,5
CBE Mobile Banking,41,5
CBE Mobile Banking,46,5
CBE Mobile Banking,64,3
CBE Mobile Banking,38,5
CBE Mobile Banking,40,5
CBE Mobile Banking,48,5
CBE Mobile Banking,69,5
CBE Mobile Banking,11,4
CBE Mobile Banking,15,3
CBE Mobile Banking,30,1
CBE Mobile Banking,39,5
CBE Mobile Banking,35,5
CBE Mobile Banking,39,5
CBE Mobile Banking,36,5
CBE Mobile Banking,29,5
CBE Mobile Banking,18,5
CBE Mobile Banking,43,5
CBE Mobile Banking,40,5
CBE Mobile Banking,30,5
CBE Mobile Banking,15,5
CBE Mobile Banking,13,5
CBE Mobile Banking,14,5
CBE Mobile Banking,11,3
CBE Mobile Banking,28,5
CBE Mobile Banking,15,5
CBE Mobile Banking,25,5
CBE Mobile Banking,26,5
CBE Mobile Banking,22,5
CBE Mobile Banking,15,1
CBE Mobile Banking,14,5
CBE Mobile Banking,22,1
CBE Mobile Banking,8,4
CBE Mobile Banking,7,4
CBE Mobile Banking,13,5
CBE Mobile Banking,10,5
CBE Mobile Banking,10,5
CBE Mobile Banking,10,5
CBE Mobile Banking,38,5
CBE Mobile Banking,57,5
CBE Mobile Banking,60,5
CBE Mobile Banking,9,5
CBE Mobile Banking,4,3
CBE Mobile Banking,5,1
CBE Mobile Banking,8,1
CBE Mobile Banking,6,3
CBE Mobile Banking,8,1
CBE Mobile Banking,4,4
CBE Mobile Banking,6,4
CBE Mobile Banking,5,2
CBE Mobile Banking,46,5
CBE Mobile Banking,9,5
CBE Mobile Banking,12,5
CBE Mobile Banking,11,5
CBE Mobile Banking,17,5
CBE Mobile Banking,8,5
CBE Mobile Banking,14,5
CBE Mobile Banking,13,5
CBE Mobile Banking,12,5
CBE Mobile Banking,9,5
CBE Mobile Banking,13,5
CBE Mobile Banking,8,5
CBE Mobile Banking,6,5
CBE Mobile Banking,8,5
CBE Mobile Banking,12,5
CBE Mobile Banking,16,5
CBE Mobile Banking,9,5
CBE Mobile Banking,8,5
CBE Mobile Banking,8,5
CBE Mobile Banking,8,5
CBE Mobile Banking,11,5
CBE Mobile Banking,19,5
CBE Mobile Banking,11,5
CBE Mobile Banking,9,5
CBE Mobile Banking,8,5
CBE Mobile Banking,9,5
CBE Mobile Banking,8,5
CBE Mobile Banking,10,5
CBE Mobile Banking,9,5
CBE Mobile Banking,9,5
CBE Mobile Banking,9,5
CBE Mobile Banking,9,5
CBE Mobile Banking,9,5
CBE Mobile Banking,12,5
CBE Mobile Banking,8,5
CBE Mobile Banking,21,5
CBE Mobile Banking,17,5
CBE Mobile Banking,14,5
CBE Mobile Banking,13,5
CBE Mobile Banking,8,5
CBE Mobile Banking,11,5
CBE Mobile Banking,9,5
CBE Mobile Banking,5,5
CBE Mobile Banking,6,5
CBE Mobile Banking,7,5
CBE Mobile Banking,9,5
CBE Mobile Banking,27,5
CBE Mobile Banking,6,5
CBE Mobile Banking,7,5
CBE Mobile Banking,12,5
CBE Mobile Banking,7,5
CBE Mobile Banking,6,5
CBE Mobile Banking,9,5
CBE Mobile Banking,7,5
CBE Mobile Banking,5,5
CBE Mobile Banking,11,5
CBE Mobile Banking,4,5
CBE Mobile Banking,8,5
CBE Mobile Banking,9,5
CBE Mobile Banking,30,5
CBE Mobile Banking,8,2
CBE Mobile Banking,3,5
CBE Mobile Banking,12,1
CBE Mobile Banking,10,1
CBE Mobile Banking,17,3
CBE Mobile Banking,18,1
CBE Mobile Banking,20,1
CBE Mobile Banking,9,1
CBE Mobile Banking,17,1
CBE Mobile Banking,14,1
CBE Mobile Banking,13,1
CBE Mobile Banking,11,1
CBE Mobile Banking,14,1
CBE Mobile Banking,9,5
CBE Mobile Banking,11,5
CBE Mobile Banking,13,3
CBE Mobile Banking,8,1
CBE Mobile Banking,7,1
CBE Mobile Banking,7,1
CBE Mobile Banking,39,5
CBE Mobile Banking,12,5
CBE Mobile Banking,4,5
CBE Mobile Banking,29,5
CBE Mobile Banking,31,5
CBE Mobile Banking,34,5
CBE Mobile Banking,45,5
CBE Mobile Banking,30,5
CBE Mobile Banking,29,5
CBE Mobile Banking,16,5
CBE Mobile Banking,33,5
CBE Mobile Banking,25,5
Bank of Abyssinia,496,1
Bank of Abyssinia,352,1
Bank of Abyssinia,193,1
Bank of Abyssinia,500,1
Bank of Abyssinia,198,5
Bank of Abyssinia,404,1
Bank of Abyssinia,456,2
Bank of Abyssinia,386,1
Bank of Abyssinia,353,1
Bank of Abyssinia,84,1
Bank of Abyssinia,500,5
Bank of Abyssinia,424,4
Bank of Abyssinia,465,1
Bank of Abyssinia,491,1
Bank of Abyssinia,346,1
Bank of Abyssinia,301,1
Bank of Abyssinia,491,2
Bank of Abyssinia,299,1
Bank of Abyssinia,289,1
Bank of Abyssinia,410,1
Bank of Abyssinia,499,1
Bank of Abyssinia,117,1
Bank of Abyssinia,299,1
Bank of Abyssinia,320,1
Bank of Abyssinia,296,1
Bank of Abyssinia,420,1
Bank of Abyssinia,485,1
Bank of Abyssinia,311,5
Bank of Abyssinia,257,1
Bank of Abyssinia,497,1
Bank of Abyssinia,375,1
Bank of Abyssinia,207,1
Bank of Abyssinia,376,2
Bank of Abyssinia,496,1
Bank of Abyssinia,493,3
Bank of Abyssinia,403,1
Bank of Abyssinia,234,1
Bank of Abyssinia,399,1
Bank of Abyssinia,91,3
Bank of Abyssinia,80,1
Bank of Abyssinia,194,1
Bank of Abyssinia,390,1
Bank of Abyssinia,498,1
Bank of Abyssinia,214,1
Bank of Abyssinia,390,1
Bank of Abyssinia,285,1
Bank of Abyssinia,433,1
Bank of Abyssinia,210,1
Bank of Abyssinia,272,1
Bank of Abyssinia,347,1
Bank of Abyssinia,492,1
Bank of Abyssinia,50,1
Bank of Abyssinia,238,1
Bank of Abyssinia,254,3
Bank of Abyssinia,222,1
Bank of Abyssinia,280,1
Bank of Abyssinia,201,3
Bank of Abyssinia,190,1
Bank of Abyssinia,216,1
Bank of Abyssinia,181,1
Bank of Abyssinia,279,1
Bank of Abyssinia,180,1
Bank of Abyssinia,176,1
Bank of Abyssinia,276,5
Bank of Abyssinia,224,1
Bank of Abyssinia,222,1
Bank of Abyssinia,214,1
Bank of Abyssinia,215,1
Bank of Abyssinia,207,1
Bank of Abyssinia,212,1
Bank of Abyssinia,127,1
Bank of Abyssinia,187,3
Bank of Abyssinia,77,1
Bank of Abyssinia,110,1
Bank of Abyssinia,253,5
Bank of Abyssinia,322,1
Bank of Abyssinia,215,1
Bank of Abyssinia,152,1
Bank of Abyssinia,143,1
Bank of Abyssinia,171,2
Bank of Abyssinia,169,2
Bank of Abyssinia,330,1
Bank of Abyssinia,269,1
Bank of Abyssinia,117,3
Bank of Abyssinia,321,1
Bank of Abyssinia,208,1
Bank of Abyssinia,220,2
Bank of Abyssinia,109,1
Bank of Abyssinia,106,1
Bank of Abyssinia,212,1
Bank of Abyssinia,109,1
Bank of Abyssinia,191,1
Bank of Abyssinia,148,3
Bank of Abyssinia,127,1
Bank of Abyssinia,348,1
Bank of Abyssinia,174,1
Bank of Abyssinia,145,3
Bank of Abyssinia,116,4
Bank of Abyssinia,207,5
Bank of Abyssinia,110,1
Bank of Abyssinia,195,2
Bank of Abyssinia,163,1
Bank of Abyssinia,170,4
Bank of Abyssinia,159,2
Bank of Abyssinia,264,1
Bank of Abyssinia,176,1
Bank of Abyssinia,320,1
Bank of Abyssinia,214,3
Bank of Abyssinia,107,5
Bank of Abyssinia,186,5
Bank of Abyssinia,168,3
Bank of Abyssinia,284,3
Bank of Abyssinia,147,1
Bank of Abyssinia,165,2
Bank of Abyssinia,133,1
Bank of Abyssinia,79,1
Bank of Abyssinia,133,5
Bank of Abyssinia,351,1
Bank of Abyssinia,124,3
Bank of Abyssinia,78,1
Bank of Abyssinia,95,2
Bank of Abyssinia,50,1
Bank of Abyssinia,54,3
Bank of Abyssinia,16,3
Bank of Abyssinia,31,1
Bank of Abyssinia,24,1
Bank of Abyssinia,144,1
Bank of Abyssinia,121,1
Bank of Abyssinia,30,5
Bank of Abyssinia,104,1
Bank of Abyssinia,73,1
Bank of Abyssinia,97,1
Bank of Abyssinia,195,5
Bank of Abyssinia,155,5
Bank of Abyssinia,147,1
Bank of Abyssinia,97,3
Bank of Abyssinia,214,1
Bank of Abyssinia,64,1
Bank of Abyssinia,86,1
Bank of Abyssinia,127,5
Bank of Abyssinia,136,5
Bank of Abyssinia,142,1
Bank of Abyssinia,123,2
Bank of Abyssinia,246,1
Bank of Abyssinia,97,2
Bank of Abyssinia,176,3
Bank of Abyssinia,193,1
Bank of Abyssinia,114,1
Bank of Abyssinia,165,1
Bank of Abyssinia,88,1
Bank of Abyssinia,187,1
Bank of Abyssinia,120,1
Bank of Abyssinia,156,1
Bank of Abyssinia,149,1
Bank of Abyssinia,128,1
Bank of Abyssinia,198,5
Bank of Abyssinia,83,1
Bank of Abyssinia,115,1
Bank of Abyssinia,150,1
Bank of Abyssinia,148,1
Bank of Abyssinia,109,1
Bank of Abyssinia,122,1
Bank of Abyssinia,84,1
Bank of Abyssinia,113,4
Bank of Abyssinia,60,1
Bank of Abyssinia,105,1
Bank of Abyssinia,97,1
Bank of Abyssinia,123,1
Bank of Abyssinia,114,3
Bank of Abyssinia,89,1
Bank of Abyssinia,73,5
Bank of Abyssinia,85,3
Bank of Abyssinia,83,3
Bank of Abyssinia,86,1
Bank of Abyssinia,105,5
Bank of Abyssinia,110,2
Bank of Abyssinia,139,3
Bank of Abyssinia,173,3
Bank of Abyssinia,125,1
Bank of Abyssinia,67,4
Bank of Abyssinia,119,1
Bank of Abyssinia,156,1
Bank of Abyssinia,144,1
Bank of Abyssinia,102,1
Bank of Abyssinia,146,5
Bank of Abyssinia,89,1
Bank of Abyssinia,76,1
Bank of Abyssinia,128,1
Bank of Abyssinia,89,1
Bank of Abyssinia,116,3
Bank of Abyssinia,130,1
Bank of Abyssinia,122,1
Bank of Abyssinia,69,5
Bank of Abyssinia,111,5
Bank of Abyssinia,136,5
Bank of Abyssinia,88,1
Bank of Abyssinia,71,1
Bank of Abyssinia,82,1
Bank of Abyssinia,65,5
Bank of Abyssinia,75,5
Bank of Abyssinia,72,2
Bank of Abyssinia,93,1
Bank of Abyssinia,93,1
Bank of Abyssinia,83,1
Bank of Abyssinia,123,1
Bank of Abyssinia,71,1
Bank of Abyssinia,93,1
Bank of Abyssinia,158,1
Bank of Abyssinia,65,1
Bank of Abyssinia,72,1
Bank of Abyssinia,74,1
Bank of Abyssinia,114,1
Bank of Abyssinia,131,1
Bank of Abyssinia,246,1
Bank of Abyssinia,120,5
Bank of Abyssinia,85,1
Bank of Abyssinia,120,1
Bank of Abyssinia,82,1
Bank of Abyssinia,99,1
Bank of Abyssinia,84,1
Bank of Abyssinia,84,1
Bank of Abyssinia,161,1
Bank of Abyssinia,69,1
Bank of Abyssinia,107,3
Bank of Abyssinia,97,1
Bank of Abyssinia,44,1
Bank of Abyssinia,97,5
Bank of Abyssinia,21,5
Bank of Abyssinia,54,1
Bank of Abyssinia,31,1
Bank of Abyssinia,50,1
Bank of Abyssinia,68,1
Bank of Abyssinia,106,1
Bank of Abyssinia,52,1
Bank of Abyssinia,88,1
Bank of Abyssinia,46,5
Bank of Abyssinia,198,5
Bank of Abyssinia,58,1
Bank of Abyssinia,36,1
Bank of Abyssinia,59,1
Bank of Abyssinia,61,1
Bank of Abyssinia,36,5
Bank of Abyssinia,90,1
Bank of Abyssinia,123,1
Bank of Abyssinia,86,3
Bank of Abyssinia,50,1
Bank of Abyssinia,62,1
Bank of Abyssinia,59,1
Bank of Abyssinia,40,1
Bank of Abyssinia,39,1
Bank of Abyssinia,77,1
Bank of Abyssinia,85,2
Bank of Abyssinia,37,1
Bank of Abyssinia,124,1
Bank of Abyssinia,85,1
Bank of Abyssinia,56,2
Bank of Abyssinia,44,5
Bank of Abyssinia,37,5
Bank of Abyssinia,89,1
Bank of Abyssinia,100,1
Bank of Abyssinia,46,1
Bank of Abyssinia,80,1
Bank of Abyssinia,45,1
Bank of Abyssinia,107,5
Bank of Abyssinia,25,5
Bank of Abyssinia,126,1
Bank of Abyssinia,28,1
Bank of Abyssinia,57,5
Bank of Abyssinia,49,5
Bank of Abyssinia,111,1
Bank of Abyssinia,47,5
Bank of Abyssinia,47,5
Bank of Abyssinia,167,1
Bank of Abyssinia,55,2
Bank of Abyssinia,51,1
Bank of Abyssinia,37,3
Bank of Abyssinia,55,5
Bank of Abyssinia,101,1
Bank of Abyssinia,45,1
Bank of Abyssinia,58,1
Bank of Abyssinia,39,5
Bank of Abyssinia,48,4
Bank of Abyssinia,41,1
Bank of Abyssinia,29,5
Bank of Abyssinia,107,1
Bank of Abyssinia,50,2
Bank of Abyssinia,52,5
Bank of Abyssinia,61,5
Bank of Abyssinia,46,1
Bank of Abyssinia,40,1
Bank of Abyssinia,129,3
Bank of Abyssinia,56,4
Bank of Abyssinia,46,1
Bank of Abyssinia,59,2
Bank of Abyssinia,90,5
Bank of Abyssinia,68,1
Bank of Abyssinia,38,3
Bank of Abyssinia,25,1
Bank of Abyssinia,37,3
Bank of Abyssinia,84,1
Bank of Abyssinia,46,2
Bank of Abyssinia,42,1
Bank of Abyssinia,54,5
Bank of Abyssinia,33,1
Bank of Abyssinia,32,1
Bank of Abyssinia,53,4
Bank of Abyssinia,26,1
Bank of Abyssinia,42,5
Bank of Abyssinia,35,5
Bank of Abyssinia,48,1
Bank of Abyssinia,36,1
Bank of Abyssinia,50,5
Bank of Abyssinia,66,1
Bank of Abyssinia,81,1
Bank of Abyssinia,113,1
Bank of Abyssinia,54,5
Bank of Abyssinia,52,2
Bank of Abyssinia,34,1
Bank of Abyssinia,54,5
Bank of Abyssinia,86,1
Bank of Abyssinia,73,3
Bank of Abyssinia,35,3
Bank of Abyssinia,22,5
Bank of Abyssinia,47,1
Bank of Abyssinia,38,1
Bank of Abyssinia,51,1
Bank of Abyssinia,54,1
Bank of Abyssinia,74,1
Bank of Abyssinia,40,1
Bank of Abyssinia,97,1
Bank of Abyssinia,42,2
Bank of Abyssinia,27,4
Bank of Abyssinia,41,1
Bank of Abyssinia,33,2
Bank of Abyssinia,69,2
Bank of Abyssinia,86,1
Bank of Abyssinia,50,1
Bank of Abyssinia,144,1
Bank of Abyssinia,48,3
Bank of Abyssinia,45,1
Bank of Abyssinia,122,1
Bank of Abyssinia,39,1
Bank of Abyssinia,65,1
Bank of Abyssinia,39,5
Bank of Abyssinia,81,1
Bank of Abyssinia,30,2
Bank of Abyssinia,82,5
Bank of Abyssinia,29,5
Bank of Abyssinia,49,5
Bank of Abyssinia,20,5
Bank of Abyssinia,80,1
Bank of Abyssinia,128,1
Bank of Abyssinia,46,2
Bank of Abyssinia,34,1
Bank of Abyssinia,26,1
Bank of Abyssinia,70,1
Bank of Abyssinia,44,5
Bank of Abyssinia,32,3
Bank of Abyssinia,68,5
Bank of Abyssinia,26,5
Bank of Abyssinia,30,3
Bank of Abyssinia,124,1
Bank of Abyssinia,72,3
Bank of Abyssinia,29,5
Bank of Abyssinia,48,5
Bank of Abyssinia,26,4
Bank of Abyssinia,17,1
Bank of Abyssinia,23,2
Bank of Abyssinia,68,1
Bank of Abyssinia,46,1
Bank of Abyssinia,36,1
Bank of Abyssinia,75,1
Bank of Abyssinia,17,1
Bank of Abyssinia,23,5
Bank of Abyssinia,42,4
Bank of Abyssinia,35,3
Bank of Abyssinia,17,1
Bank of Abyssinia,25,1
Bank of Abyssinia,30,5
Bank of Abyssinia,56,5
Bank of Abyssinia,40,1
Bank of Abyssinia,55,1
Bank of Abyssinia,59,4
Bank of Abyssinia,20,1
Bank of Abyssinia,116,5
Bank of Abyssinia,76,1
Bank of Abyssinia,47,1
Bank of Abyssinia,28,5
Bank of Abyssinia,51,2
Bank of Abyssinia,24,1
Bank of Abyssinia,25,1
Bank of Abyssinia,27,5
Bank of Abyssinia,22,3
Bank of Abyssinia,37,1
Bank of Abyssinia,25,5
Bank of Abyssinia,29,2
Bank of Abyssinia,33,1
Bank of Abyssinia,47,1
Bank of Abyssinia,117,2
Bank of Abyssinia,24,5
Bank of Abyssinia,30,4
Bank of Abyssinia,36,5
Bank of Abyssinia,48,5
Bank of Abyssinia,59,1
Bank of Abyssinia,39,5
Bank of Abyssinia,28,1
Bank of Abyssinia,33,1
Bank of Abyssinia,21,1
Bank of Abyssinia,39,1
Bank of Abyssinia,63,1
Bank of Abyssinia,35,1
Bank of Abyssinia,48,1
Bank of Abyssinia,38,5
Bank of Abyssinia,31,5
Bank of Abyssinia,39,5
Bank of Abyssinia,35,2
Bank of Abyssinia,41,1
Bank of Abyssinia,70,1
Bank of Abyssinia,20,1
Bank of Abyssinia,47,1
Bank of Abyssinia,24,1
Bank of Abyssinia,49,1
Bank of Abyssinia,25,1
Bank of Abyssinia,43,1
Bank of Abyssinia,58,1
Bank of Abyssinia,33,5
Bank of Abyssinia,40,5
Bank of Abyssinia,58,1
Bank of Abyssinia,64,4
Bank of Abyssinia,28,5
Bank of Abyssinia,19,1
Bank of Abyssinia,40,1
Bank of Abyssinia,29,5
Bank of Abyssinia,17,5
Bank of Abyssinia,40,5
Bank of Abyssinia,20,3
Bank of Abyssinia,40,1
Bank of Abyssinia,15,5
Bank of Abyssinia,21,1
Bank of Abyssinia,25,2
Bank of Abyssinia,17,1
Bank of Abyssinia,31,1
Bank of Abyssinia,22,1
Bank of Abyssinia,28,1
Bank of Abyssinia,24,1
Bank of Abyssinia,17,5
Bank of Abyssinia,26,5
Bank of Abyssinia,53,1
Bank of Abyssinia,46,1
Bank of Abyssinia,23,5
Bank of Abyssinia,35,2
Bank of Abyssinia,31,1
Bank of Abyssinia,29,1
Bank of Abyssinia,45,1
Bank of Abyssinia,37,5
Bank of Abyssinia,38,1
Bank of Abyssinia,33,4
Bank of Abyssinia,72,1
Bank of Abyssinia,15,4
Bank of Abyssinia,21,5
Bank of Abyssinia,22,1
Bank of Abyssinia,23,1
Bank of Abyssinia,22,5
Bank of Abyssinia,27,5
Bank of Abyssinia,17,1
Bank of Abyssinia,28,1
Bank of Abyssinia,43,1
Bank of Abyssinia,19,1
Bank of Abyssinia,38,5
Bank of Abyssinia,16,4
Bank of Abyssinia,26,1
Bank of Abyssinia,21,5
Bank of Abyssinia,24,2
Bank of Abyssinia,15,2
Bank of Abyssinia,53,5
Bank of Abyssinia,35,5
Bank of Abyssinia,17,1
Bank of Abyssinia,26,3
Bank of Abyssinia,15,1
Bank of Abyssinia,17,5
Bank of Abyssinia,38,1
Bank of Abyssinia,30,1
Bank of Abyssinia,23,1
Bank of Abyssinia,17,1
Bank of Abyssinia,82,1
Bank of Abyssinia,75,5
Bank of Abyssinia,21,1
Bank of Abyssinia,29,1
Bank of Abyssinia,16,1
Bank of Abyssinia,35,3
Bank of Abyssinia,36,1
Bank of Abyssinia,22,2
Bank of Abyssinia,41,1
Bank of Abyssinia,17,5
Bank of Abyssinia,17,1
Bank of Abyssinia,18,5
Bank of Abyssinia,29,5
Bank of Abyssinia,25,1
Bank of Abyssinia,22,1
Bank of Abyssinia,18,1
Bank of Abyssinia,26,5
Bank of Abyssinia,67,1
Bank of Abyssinia,23,5
Bank of Abyssinia,24,5
Bank of Abyssinia,25,5
Bank of Abyssinia,18,1
Bank of Abyssinia,22,3
Bank of Abyssinia,23,5
Bank of Abyssinia,12,5
Bank of Abyssinia,21,1
Bank of Abyssinia,16,5
Bank of Abyssinia,18,1
Bank of Abyssinia,11,5
Bank of Abyssinia,16,5
Bank of Abyssinia,16,1
Bank of Abyssinia,17,5
Bank of Abyssinia,14,1
Bank of Abyssinia,17,1
Bank of Abyssinia,18,5
Bank of Abyssinia,17,4
Bank of Abyssinia,15,5
Bank of Abyssinia,28,1
Bank of Abyssinia,11,4
Bank of Abyssinia,23,5
Bank of Abyssinia,27,5
Bank of Abyssinia,26,1
Bank of Abyssinia,14,5
Bank of Abyssinia,21,1
Bank of Abyssinia,29,1
Bank of Abyssinia,10,4
Bank of Abyssinia,30,1
Bank of Abyssinia,40,5
Bank of Abyssinia,36,1
Bank of Abyssinia,20,5
Bank of Abyssinia,17,3
Bank of Abyssinia,75,1
Bank of Abyssinia,14,5
Bank of Abyssinia,25,5
Bank of Abyssinia,24,5
Bank of Abyssinia,17,3
Bank of Abyssinia,25,1
Bank of Abyssinia,19,1
Bank of Abyssinia,17,5
Bank of Abyssinia,12,5
Bank of Abyssinia,13,5
Bank of Abyssinia,16,1
Bank of Abyssinia,13,5
Bank of Abyssinia,16,5
Bank of Abyssinia,19,1
Bank of Abyssinia,13,1
Bank of Abyssinia,26,5
Bank of Abyssinia,13,5
Bank of Abyssinia,18,5
Bank of Abyssinia,15,1
Bank of Abyssinia,16,1
Bank of Abyssinia,15,5
Bank of Abyssinia,18,4
Bank of Abyssinia,21,5
Bank of Abyssinia,12,5
Bank of Abyssinia,17,5
Bank of Abyssinia,17,5
Bank of Abyssinia,16,5
Bank of Abyssinia,18,5
Bank of Abyssinia,17,1
Bank of Abyssinia,21,5
Bank of Abyssinia,13,5
Bank of Abyssinia,21,5
Bank of Abyssinia,16,5
Bank of Abyssinia,16,5
Bank of Abyssinia,13,5
Bank of Abyssinia,16,2
Bank of Abyssinia,13,3
Bank of Abyssinia,195,5
Bank of Abyssinia,18,5
Bank of Abyssinia,4,5
Bank of Abyssinia,20,5
Bank of Abyssinia,9,5
Bank of Abyssinia,8,5
Bank of Abyssinia,14,1
Bank of Abyssinia,5,5
Bank of Abyssinia,9,5
Bank of Abyssinia,7,5
Bank of Abyssinia,10,1
Bank of Abyssinia,7,4
Bank of Abyssinia,11,1
Bank of Abyssinia,4,5
Bank of Abyssinia,10,5
Bank of Abyssinia,19,5
Bank of Abyssinia,10,1
Bank of Abyssinia,16,5
Bank of Abyssinia,9,5
Bank of Abyssinia,11,5
Bank of Abyssinia,8,1
Bank of Abyssinia,8,1
Bank of Abyssinia,20,3
Bank of Abyssinia,12,1
Bank of Abyssinia,4,1
Bank of Abyssinia,9,1
Bank of Abyssinia,8,5
Bank of Abyssinia,7,5
Bank of Abyssinia,6,5
Bank of Abyssinia,3,5
Bank of Abyssinia,11,3
Bank of Abyssinia,9,1
Bank of Abyssinia,19,4
Bank of Abyssinia,11,5
Bank of Abyssinia,19,5
Bank of Abyssinia,15,2
Bank of Abyssinia,9,1
Bank of Abyssinia,7,1
Bank of Abyssinia,8,5
Bank of Abyssinia,4,5
Bank of Abyssinia,11,5
Bank of Abyssinia,5,5
Bank of Abyssinia,65,1
Bank of Abyssinia,7,5
Bank of Abyssinia,12,1
Bank of Abyssinia,13,1
Bank of Abyssinia,4,1
Bank of Abyssinia,16,3
Bank of Abyssinia,10,1
Bank of Abyssinia,5,5
Bank of Abyssinia,7,5
Bank of Abyssinia,130,5
